ID_Vulnerabilidade,ID_Ativo,Severidade,Data_Detectada,Status_Correção
VUL002445,ATV00234,Baixa,2025-02-07,Não Corrigida
VUL002446,ATV00550,Baixa,2025-01-19,Não Corrigida
VUL002447,ATV00730,Média,2025-04-14,Em Progresso
VUL002448,ATV00735,Crítica,2025-01-11,Não Corrigida
VUL002449,ATV00148,Baixa,2024-12-25,Não Corrigida
VUL002450,ATV00514,Alta,2025-04-25,Corrigida
VUL002451,ATV00995,Baixa,2025-01-14,Não Corrigida
VUL002452,ATV00702,Crítica,2025-01-29,Corrigida
VUL002453,ATV00849,Média,2025-02-10,Não Corrigida
VUL002454,ATV00070,Baixa,2025-04-07,Em Progresso
VUL002455,ATV00096,Crítica,2025-02-04,Corrigida
VUL002456,ATV00119,Baixa,2025-03-17,Em Progresso
VUL002457,ATV00329,Crítica,2024-12-12,Corrigida
VUL002458,ATV00366,Baixa,2024-12-02,Corrigida
VUL002459,ATV00467,Alta,2025-02-08,Corrigida
VUL002460,ATV00036,Média,2025-01-10,Não Corrigida
VUL002461,ATV00370,Crítica,2025-01-05,Corrigida
VUL002462,ATV00246,Alta,2025-01-09,Não Corrigida
VUL002463,ATV00127,Alta,2024-12-05,Corrigida
VUL002464,ATV00330,Crítica,2025-01-12,Em Progresso
VUL002465,ATV00713,Alta,2025-03-12,Corrigida
VUL002466,ATV00727,Alta,2024-12-25,Não Corrigida
VUL002467,ATV00989,Alta,2024-11-24,Não Corrigida
VUL002468,ATV00315,Alta,2024-12-28,Corrigida
VUL002469,ATV00502,Baixa,2025-02-20,Não Corrigida
VUL002470,ATV00585,Crítica,2025-03-06,Não Corrigida
VUL002471,ATV00084,Alta,2025-03-09,Corrigida
VUL002472,ATV00368,Média,2025-05-07,Corrigida
VUL002473,ATV00189,Alta,2025-03-13,Não Corrigida
VUL002474,ATV00861,Baixa,2025-02-14,Corrigida
VUL002475,ATV00829,Baixa,2024-12-01,Corrigida
VUL002476,ATV00195,Baixa,2025-03-25,Não Corrigida
VUL002477,ATV00926,Média,2024-12-05,Em Progresso
VUL002478,ATV00918,Crítica,2025-01-23,Em Progresso
VUL002479,ATV00693,Crítica,2025-04-28,Em Progresso
VUL002480,ATV00531,Alta,2025-01-06,Em Progresso
VUL002481,ATV00502,Média,2025-03-10,Corrigida
VUL002482,ATV00982,Alta,2025-02-05,Em Progresso
VUL002483,ATV00049,Média,2025-01-25,Não Corrigida
VUL002484,ATV00186,Média,2025-04-04,Corrigida
VUL002485,ATV00574,Baixa,2024-12-28,Corrigida
VUL002486,ATV00249,Alta,2024-12-17,Corrigida
VUL002487,ATV00480,Crítica,2024-12-31,Corrigida
VUL002488,ATV00309,Crítica,2025-04-07,Corrigida
VUL002489,ATV00274,Baixa,2025-02-21,Não Corrigida
VUL002490,ATV00381,Baixa,2025-04-28,Corrigida
VUL002491,ATV00560,Alta,2025-02-22,Em Progresso
VUL002492,ATV00007,Alta,2025-03-09,Em Progresso
VUL002493,ATV00477,Média,2025-02-02,Corrigida
VUL002494,ATV00764,Alta,2025-01-06,Em Progresso
VUL002495,ATV00600,Alta,2025-03-17,Corrigida
VUL002496,ATV00979,Média,2025-04-12,Corrigida
VUL002497,ATV00220,Alta,2025-01-29,Corrigida
VUL002498,ATV00577,Alta,2025-03-18,Corrigida
VUL002499,ATV00350,Média,2024-12-12,Corrigida
VUL002500,ATV00432,Crítica,2025-03-21,Corrigida
VUL002501,ATV00089,Média,2025-02-24,Corrigida
VUL002502,ATV00616,Média,2025-04-18,Corrigida
VUL002503,ATV00183,Alta,2025-03-03,Em Progresso
VUL002504,ATV00621,Crítica,2025-05-03,Corrigida
VUL002505,ATV00212,Baixa,2024-12-04,Corrigida
VUL002506,ATV00440,Média,2025-01-03,Em Progresso
VUL002507,ATV00470,Média,2024-12-11,Não Corrigida
VUL002508,ATV00010,Baixa,2024-12-15,Em Progresso
VUL002509,ATV00802,Alta,2025-01-21,Corrigida
VUL002510,ATV00797,Crítica,2025-03-15,Corrigida
VUL002511,ATV00849,Média,2025-01-05,Não Corrigida
VUL002512,ATV00125,Baixa,2025-01-21,Não Corrigida
VUL002513,ATV00214,Média,2025-05-08,Não Corrigida
VUL002514,ATV00620,Alta,2025-03-01,Corrigida
VUL002515,ATV00770,Baixa,2025-02-08,Não Corrigida
VUL002516,ATV00818,Alta,2024-12-12,Em Progresso
VUL002517,ATV00391,Alta,2025-03-19,Em Progresso
VUL002518,ATV00574,Média,2024-12-31,Em Progresso
VUL002519,ATV00189,Alta,2025-01-22,Em Progresso
VUL002520,ATV00179,Crítica,2025-03-11,Não Corrigida
VUL002521,ATV00231,Alta,2025-02-20,Não Corrigida
VUL002522,ATV00378,Média,2025-04-07,Em Progresso
VUL002523,ATV00626,Média,2025-02-17,Corrigida
VUL002524,ATV00258,Baixa,2025-03-20,Em Progresso
VUL002525,ATV00596,Crítica,2025-01-16,Em Progresso
VUL002526,ATV00830,Alta,2025-02-13,Corrigida
VUL002527,ATV00944,Alta,2025-03-18,Não Corrigida
VUL002528,ATV00835,Baixa,2025-05-08,Não Corrigida
VUL002529,ATV00741,Crítica,2025-04-18,Não Corrigida
VUL002530,ATV00335,Crítica,2025-03-28,Em Progresso
VUL002531,ATV00306,Baixa,2024-11-27,Em Progresso
VUL002532,ATV00320,Média,2025-03-16,Não Corrigida
VUL002533,ATV00214,Média,2025-03-28,Corrigida
VUL002534,ATV00098,Média,2025-03-22,Não Corrigida
VUL002535,ATV00774,Crítica,2025-04-28,Corrigida
VUL002536,ATV00832,Crítica,2025-01-03,Não Corrigida
VUL002537,ATV00967,Crítica,2025-03-22,Corrigida
VUL002538,ATV00444,Crítica,2025-03-16,Não Corrigida
VUL002539,ATV00552,Crítica,2025-01-13,Não Corrigida
VUL002540,ATV00950,Média,2025-03-07,Em Progresso
VUL002541,ATV00975,Baixa,2025-03-04,Não Corrigida
VUL002542,ATV00398,Baixa,2025-05-11,Em Progresso
VUL002543,ATV00810,Baixa,2025-04-24,Não Corrigida
VUL002544,ATV00364,Média,2025-01-16,Em Progresso
VUL002545,ATV00478,Alta,2024-11-28,Corrigida
VUL002546,ATV00150,Alta,2024-12-28,Corrigida
VUL002547,ATV00631,Crítica,2025-03-02,Corrigida
VUL002548,ATV00867,Crítica,2025-03-27,Em Progresso
VUL002549,ATV00493,Baixa,2025-02-26,Não Corrigida
VUL002550,ATV00197,Crítica,2025-03-12,Corrigida
VUL002551,ATV00478,Crítica,2025-03-11,Não Corrigida
VUL002552,ATV00423,Crítica,2025-02-12,Não Corrigida
VUL002553,ATV00232,Alta,2025-02-18,Não Corrigida
VUL002554,ATV00486,Baixa,2025-03-05,Em Progresso
VUL002555,ATV00599,Crítica,2025-03-22,Corrigida
VUL002556,ATV00249,Média,2025-03-18,Não Corrigida
VUL002557,ATV00514,Alta,2024-12-30,Em Progresso
VUL002558,ATV00156,Alta,2024-12-14,Corrigida
VUL002559,ATV00059,Crítica,2024-12-19,Em Progresso
VUL002560,ATV00692,Média,2025-04-21,Corrigida
VUL002561,ATV00757,Baixa,2025-03-31,Corrigida
VUL002562,ATV00843,Alta,2025-03-17,Não Corrigida
VUL002563,ATV00123,Crítica,2025-03-27,Em Progresso
VUL002564,ATV00666,Baixa,2025-05-03,Corrigida
VUL002565,ATV00851,Baixa,2025-04-06,Em Progresso
VUL002566,ATV00147,Alta,2024-12-20,Corrigida
VUL002567,ATV00066,Alta,2025-03-13,Corrigida
VUL002568,ATV00913,Média,2025-05-03,Em Progresso
VUL002569,ATV00834,Crítica,2025-04-02,Corrigida
VUL002570,ATV00358,Crítica,2025-01-16,Corrigida
VUL002571,ATV00677,Alta,2025-02-24,Não Corrigida
VUL002572,ATV00517,Crítica,2025-02-19,Corrigida
VUL002573,ATV00748,Alta,2025-04-03,Não Corrigida
VUL002574,ATV00158,Baixa,2024-12-04,Não Corrigida
VUL002575,ATV00519,Baixa,2025-01-07,Em Progresso
VUL002576,ATV00617,Crítica,2025-02-17,Em Progresso
VUL002577,ATV00804,Alta,2025-01-17,Não Corrigida
VUL002578,ATV00684,Baixa,2024-11-24,Corrigida
VUL002579,ATV00758,Crítica,2025-02-19,Corrigida
VUL002580,ATV00973,Alta,2024-12-11,Corrigida
VUL002581,ATV00486,Média,2025-03-20,Em Progresso
VUL002582,ATV00741,Média,2025-04-20,Não Corrigida
VUL002583,ATV00113,Baixa,2025-03-22,Corrigida
VUL002584,ATV00644,Alta,2025-02-15,Em Progresso
VUL002585,ATV00175,Crítica,2025-04-29,Não Corrigida
VUL002586,ATV00178,Média,2024-12-05,Em Progresso
VUL002587,ATV00929,Média,2025-02-03,Não Corrigida
VUL002588,ATV00262,Crítica,2024-12-27,Não Corrigida
VUL002589,ATV00511,Média,2024-12-12,Corrigida
VUL002590,ATV00719,Alta,2024-12-19,Em Progresso
VUL002591,ATV00519,Crítica,2025-02-02,Corrigida
VUL002592,ATV00067,Crítica,2025-03-30,Não Corrigida
VUL002593,ATV00958,Alta,2025-02-12,Corrigida
VUL002594,ATV00808,Baixa,2025-05-06,Corrigida
VUL002595,ATV00991,Alta,2025-05-08,Corrigida
VUL002596,ATV00478,Baixa,2025-03-03,Corrigida
VUL002597,ATV00730,Média,2025-04-20,Corrigida
VUL002598,ATV00808,Crítica,2025-03-04,Corrigida
VUL002599,ATV00392,Média,2025-01-10,Não Corrigida
VUL002600,ATV00085,Baixa,2025-03-31,Corrigida
VUL002601,ATV00105,Crítica,2025-04-13,Não Corrigida
VUL002602,ATV00894,Alta,2025-04-05,Em Progresso
VUL002603,ATV00165,Baixa,2025-01-30,Em Progresso
VUL002604,ATV00351,Média,2024-12-25,Em Progresso
VUL002605,ATV00514,Crítica,2025-04-13,Não Corrigida
VUL002606,ATV00547,Crítica,2025-03-03,Em Progresso
VUL002607,ATV00519,Crítica,2025-05-04,Não Corrigida
VUL002608,ATV00436,Alta,2025-03-28,Não Corrigida
VUL002609,ATV00348,Crítica,2024-12-08,Não Corrigida
VUL002610,ATV00327,Crítica,2025-02-24,Em Progresso
VUL002611,ATV00126,Alta,2025-01-12,Não Corrigida
VUL002612,ATV00979,Alta,2025-01-20,Em Progresso
VUL002613,ATV00759,Alta,2025-04-13,Em Progresso
VUL002614,ATV00772,Crítica,2024-12-09,Não Corrigida
VUL002615,ATV00026,Alta,2025-05-11,Corrigida
VUL002616,ATV00321,Crítica,2025-02-17,Não Corrigida
VUL002617,ATV00140,Crítica,2025-04-12,Em Progresso
VUL002618,ATV00123,Alta,2024-12-08,Corrigida
VUL002619,ATV00005,Crítica,2024-11-25,Em Progresso
VUL002620,ATV00923,Baixa,2024-11-26,Não Corrigida
VUL002621,ATV00534,Crítica,2024-12-27,Corrigida
VUL002622,ATV00434,Crítica,2025-03-12,Não Corrigida
VUL002623,ATV00387,Média,2025-01-26,Corrigida
VUL002624,ATV00189,Crítica,2024-12-23,Não Corrigida
VUL002625,ATV00253,Crítica,2024-12-04,Não Corrigida
VUL002626,ATV00941,Alta,2024-12-18,Corrigida
VUL002627,ATV00393,Média,2025-03-04,Corrigida
VUL002628,ATV00934,Alta,2025-02-14,Em Progresso
VUL002629,ATV00469,Alta,2025-03-17,Em Progresso
VUL002630,ATV00095,Média,2025-01-14,Em Progresso
VUL002631,ATV00886,Média,2024-12-01,Corrigida
VUL002632,ATV00087,Crítica,2025-03-13,Corrigida
VUL002633,ATV00065,Baixa,2025-02-02,Corrigida
VUL002634,ATV00137,Alta,2024-12-04,Em Progresso
VUL002635,ATV00828,Crítica,2025-03-12,Não Corrigida
VUL002636,ATV00312,Crítica,2025-03-11,Corrigida
VUL002637,ATV00579,Baixa,2025-01-31,Não Corrigida
VUL002638,ATV00634,Média,2025-04-27,Não Corrigida
VUL002639,ATV00300,Alta,2025-04-18,Não Corrigida
VUL002640,ATV00881,Média,2024-11-30,Em Progresso
VUL002641,ATV00230,Alta,2024-12-04,Corrigida
VUL002642,ATV00608,Alta,2025-02-03,Corrigida
VUL002643,ATV00710,Média,2024-12-10,Corrigida
VUL002644,ATV00034,Baixa,2025-01-14,Corrigida
VUL002645,ATV00531,Crítica,2025-03-18,Corrigida
VUL002646,ATV00663,Crítica,2025-01-22,Não Corrigida
VUL002647,ATV00479,Crítica,2025-04-23,Em Progresso
VUL002648,ATV00613,Baixa,2024-12-04,Em Progresso
VUL002649,ATV00258,Alta,2025-02-25,Corrigida
VUL002650,ATV00540,Média,2025-04-28,Corrigida
VUL002651,ATV00153,Baixa,2025-01-29,Em Progresso
VUL002652,ATV00740,Baixa,2024-12-06,Não Corrigida
VUL002653,ATV00190,Alta,2025-01-19,Em Progresso
VUL002654,ATV00615,Alta,2024-12-10,Corrigida
VUL002655,ATV00064,Média,2025-04-26,Não Corrigida
VUL002656,ATV00275,Baixa,2025-01-21,Corrigida
VUL002657,ATV00305,Média,2025-03-15,Não Corrigida
VUL002658,ATV00721,Baixa,2025-02-04,Corrigida
VUL002659,ATV00284,Alta,2024-12-02,Corrigida
VUL002660,ATV00921,Baixa,2024-12-09,Corrigida
VUL002661,ATV00719,Média,2025-04-28,Em Progresso
VUL002662,ATV00956,Alta,2025-01-18,Corrigida
VUL002663,ATV00440,Baixa,2025-03-26,Corrigida
VUL002664,ATV00050,Crítica,2025-04-24,Não Corrigida
VUL002665,ATV00114,Baixa,2025-02-08,Em Progresso
VUL002666,ATV00496,Crítica,2025-02-12,Não Corrigida
VUL002667,ATV00116,Média,2024-12-29,Em Progresso
VUL002668,ATV00348,Crítica,2025-03-24,Em Progresso
VUL002669,ATV00083,Média,2025-04-23,Não Corrigida
VUL002670,ATV00931,Alta,2024-12-29,Não Corrigida
VUL002671,ATV00084,Alta,2025-01-22,Em Progresso
VUL002672,ATV00921,Média,2025-03-13,Corrigida
VUL002673,ATV00838,Baixa,2025-05-02,Corrigida
VUL002674,ATV00015,Crítica,2025-02-25,Em Progresso
VUL002675,ATV00943,Crítica,2025-02-18,Em Progresso
VUL002676,ATV00703,Média,2025-03-20,Corrigida
VUL002677,ATV00147,Média,2025-03-30,Corrigida
VUL002678,ATV00345,Crítica,2025-01-13,Não Corrigida
VUL002679,ATV00447,Crítica,2025-04-11,Em Progresso
VUL002680,ATV00706,Alta,2025-04-30,Não Corrigida
VUL002681,ATV00451,Média,2025-01-14,Corrigida
VUL002682,ATV00607,Média,2025-03-17,Não Corrigida
VUL002683,ATV00262,Baixa,2025-02-21,Em Progresso
VUL002684,ATV00814,Baixa,2024-12-01,Corrigida
VUL002685,ATV00847,Crítica,2025-02-19,Corrigida
VUL002686,ATV00586,Crítica,2025-03-11,Não Corrigida
VUL002687,ATV00494,Crítica,2025-02-28,Em Progresso
VUL002688,ATV00968,Crítica,2024-12-12,Em Progresso
VUL002689,ATV00485,Alta,2025-02-05,Corrigida
VUL002690,ATV00540,Média,2025-01-16,Corrigida
VUL002691,ATV00449,Média,2025-02-15,Corrigida
VUL002692,ATV00951,Alta,2025-03-18,Não Corrigida
VUL002693,ATV00745,Baixa,2025-01-27,Em Progresso
VUL002694,ATV00844,Crítica,2025-01-16,Em Progresso
VUL002695,ATV00750,Alta,2025-04-24,Não Corrigida
VUL002696,ATV00235,Crítica,2025-04-21,Em Progresso
VUL002697,ATV00809,Baixa,2025-03-22,Corrigida
VUL002698,ATV00985,Crítica,2025-02-28,Corrigida
VUL002699,ATV00770,Crítica,2025-01-03,Não Corrigida
VUL002700,ATV00853,Média,2025-04-16,Não Corrigida
VUL002701,ATV00204,Alta,2024-12-05,Não Corrigida
VUL002702,ATV00173,Média,2025-03-19,Não Corrigida
VUL002703,ATV00374,Média,2025-02-27,Em Progresso
VUL002704,ATV00440,Alta,2025-03-16,Corrigida
VUL002705,ATV00858,Baixa,2024-12-04,Corrigida
VUL002706,ATV00863,Crítica,2025-04-20,Corrigida
VUL002707,ATV00453,Alta,2024-12-28,Em Progresso
VUL002708,ATV00562,Baixa,2024-12-07,Corrigida
VUL002709,ATV00564,Média,2025-04-23,Em Progresso
VUL002710,ATV00166,Alta,2025-04-23,Não Corrigida
VUL002711,ATV00525,Média,2025-05-03,Em Progresso
VUL002712,ATV00410,Média,2025-01-28,Corrigida
VUL002713,ATV00940,Crítica,2025-02-07,Não Corrigida
VUL002714,ATV00042,Crítica,2025-02-04,Corrigida
VUL002715,ATV00320,Alta,2025-03-13,Não Corrigida
VUL002716,ATV00380,Baixa,2025-01-06,Corrigida
VUL002717,ATV00155,Média,2025-01-28,Em Progresso
VUL002718,ATV00639,Crítica,2025-02-12,Corrigida
VUL002719,ATV00095,Média,2024-12-19,Não Corrigida
VUL002720,ATV00729,Alta,2025-01-29,Não Corrigida
VUL002721,ATV00207,Alta,2024-12-15,Corrigida
VUL002722,ATV00062,Média,2025-02-07,Não Corrigida
VUL002723,ATV00285,Média,2025-04-15,Em Progresso
VUL002724,ATV00399,Alta,2025-04-10,Não Corrigida
VUL002725,ATV00078,Alta,2025-02-17,Não Corrigida
VUL002726,ATV00307,Alta,2025-03-06,Corrigida
VUL002727,ATV00321,Média,2025-03-28,Não Corrigida
VUL002728,ATV00064,Baixa,2025-04-26,Em Progresso
VUL002729,ATV00416,Alta,2024-12-17,Em Progresso
VUL002730,ATV00938,Média,2024-11-27,Não Corrigida
VUL002731,ATV00768,Média,2025-05-09,Não Corrigida
VUL002732,ATV00133,Crítica,2025-05-05,Corrigida
VUL002733,ATV00001,Baixa,2025-04-15,Não Corrigida
VUL002734,ATV00464,Média,2025-05-11,Corrigida
VUL002735,ATV00107,Média,2025-05-10,Corrigida
VUL002736,ATV00937,Média,2025-04-28,Em Progresso
VUL002737,ATV00738,Média,2025-01-27,Em Progresso
VUL002738,ATV00647,Crítica,2025-01-26,Em Progresso
VUL002739,ATV00621,Alta,2025-05-06,Em Progresso
VUL002740,ATV00512,Crítica,2024-11-30,Em Progresso
VUL002741,ATV00414,Alta,2024-11-28,Não Corrigida
VUL002742,ATV00006,Baixa,2024-12-29,Em Progresso
VUL002743,ATV00598,Média,2025-03-07,Em Progresso
VUL002744,ATV00136,Alta,2024-11-23,Em Progresso
VUL002745,ATV00167,Alta,2025-03-21,Em Progresso
VUL002746,ATV00817,Baixa,2024-12-26,Em Progresso
VUL002747,ATV00382,Baixa,2025-02-07,Corrigida
VUL002748,ATV00880,Crítica,2025-03-04,Corrigida
VUL002749,ATV00317,Média,2025-01-18,Em Progresso
VUL002750,ATV00730,Alta,2025-02-10,Corrigida
VUL002751,ATV00332,Média,2024-12-11,Em Progresso
VUL002752,ATV00019,Alta,2024-11-28,Corrigida
VUL002753,ATV00451,Baixa,2025-01-29,Em Progresso
VUL002754,ATV00435,Alta,2025-04-07,Em Progresso
VUL002755,ATV00693,Crítica,2025-04-24,Não Corrigida
VUL002756,ATV00651,Baixa,2025-02-07,Em Progresso
VUL002757,ATV00329,Baixa,2024-12-10,Não Corrigida
VUL002758,ATV00101,Baixa,2025-03-01,Corrigida
VUL002759,ATV00135,Alta,2025-03-01,Corrigida
VUL002760,ATV00313,Crítica,2025-05-11,Em Progresso
VUL002761,ATV00429,Média,2025-01-27,Corrigida
VUL002762,ATV00990,Crítica,2025-04-14,Corrigida
VUL002763,ATV00040,Crítica,2025-04-24,Corrigida
VUL002764,ATV00264,Crítica,2025-01-01,Não Corrigida
VUL002765,ATV00779,Média,2025-03-22,Corrigida
VUL002766,ATV00152,Média,2025-03-01,Não Corrigida
VUL002767,ATV00463,Média,2024-12-13,Em Progresso
VUL002768,ATV00206,Baixa,2025-04-03,Corrigida
VUL002769,ATV00146,Baixa,2025-01-11,Não Corrigida
VUL002770,ATV00885,Média,2024-12-11,Corrigida
VUL002771,ATV00808,Média,2024-12-02,Corrigida
VUL002772,ATV00017,Alta,2025-01-31,Em Progresso
VUL002773,ATV00578,Média,2025-02-14,Corrigida
VUL002774,ATV00964,Alta,2025-02-26,Não Corrigida
VUL002775,ATV00904,Crítica,2024-12-07,Corrigida
VUL002776,ATV00154,Alta,2025-01-21,Corrigida
VUL002777,ATV00900,Média,2024-11-28,Corrigida
VUL002778,ATV00971,Média,2024-12-14,Corrigida
VUL002779,ATV00072,Média,2024-12-09,Em Progresso
VUL002780,ATV00856,Crítica,2025-03-16,Em Progresso
VUL002781,ATV00135,Crítica,2025-04-21,Não Corrigida
VUL002782,ATV00551,Alta,2025-05-01,Corrigida
VUL002783,ATV00001,Alta,2025-02-26,Em Progresso
VUL002784,ATV00710,Baixa,2024-12-23,Corrigida
VUL002785,ATV00894,Alta,2025-03-08,Corrigida
VUL002786,ATV00332,Alta,2025-02-17,Corrigida
VUL002787,ATV00816,Alta,2025-04-20,Em Progresso
VUL002788,ATV00116,Baixa,2025-04-18,Não Corrigida
VUL002789,ATV00361,Baixa,2025-04-13,Não Corrigida
VUL002790,ATV00215,Crítica,2024-12-28,Não Corrigida
VUL002791,ATV00441,Alta,2025-01-25,Em Progresso
VUL002792,ATV00661,Baixa,2025-04-27,Corrigida
VUL002793,ATV00049,Alta,2025-02-09,Em Progresso
VUL002794,ATV00811,Baixa,2025-05-04,Em Progresso
VUL002795,ATV00199,Alta,2025-05-06,Corrigida
VUL002796,ATV00316,Baixa,2025-02-11,Corrigida
VUL002797,ATV00014,Alta,2025-02-21,Corrigida
VUL002798,ATV00212,Alta,2025-01-22,Em Progresso
VUL002799,ATV00227,Média,2025-01-04,Em Progresso
VUL002800,ATV00791,Baixa,2024-12-29,Não Corrigida
VUL002801,ATV00273,Alta,2024-11-28,Em Progresso
VUL002802,ATV00372,Crítica,2025-02-09,Em Progresso
VUL002803,ATV00099,Alta,2025-04-13,Não Corrigida
VUL002804,ATV00156,Média,2025-04-23,Não Corrigida
VUL002805,ATV00803,Alta,2025-04-18,Corrigida
VUL002806,ATV00100,Média,2025-03-08,Corrigida
VUL002807,ATV00028,Crítica,2025-04-20,Corrigida
VUL002808,ATV00822,Baixa,2024-12-04,Não Corrigida
VUL002809,ATV00546,Crítica,2025-01-24,Não Corrigida
VUL002810,ATV00007,Baixa,2025-03-14,Em Progresso
VUL002811,ATV00677,Alta,2025-01-28,Corrigida
VUL002812,ATV00524,Média,2024-12-27,Não Corrigida
VUL002813,ATV00760,Média,2024-12-27,Não Corrigida
VUL002814,ATV00419,Alta,2025-03-20,Não Corrigida
VUL002815,ATV00205,Média,2025-04-02,Corrigida
VUL002816,ATV00301,Alta,2025-04-05,Não Corrigida
VUL002817,ATV00540,Alta,2025-03-04,Não Corrigida
VUL002818,ATV00403,Baixa,2025-01-08,Corrigida
VUL002819,ATV00822,Alta,2024-12-10,Não Corrigida
VUL002820,ATV00030,Crítica,2025-02-27,Corrigida
VUL002821,ATV00233,Baixa,2025-03-12,Não Corrigida
VUL002822,ATV00197,Baixa,2025-02-06,Em Progresso
VUL002823,ATV00323,Baixa,2024-12-30,Em Progresso
VUL002824,ATV00199,Média,2024-12-13,Não Corrigida
VUL002825,ATV00181,Média,2025-04-26,Corrigida
VUL002826,ATV00996,Crítica,2025-05-02,Corrigida
VUL002827,ATV00810,Baixa,2025-04-23,Corrigida
VUL002828,ATV00840,Baixa,2025-04-06,Não Corrigida
VUL002829,ATV00834,Média,2025-01-21,Corrigida
VUL002830,ATV00392,Alta,2024-12-29,Em Progresso
VUL002831,ATV00950,Baixa,2025-02-11,Corrigida
VUL002832,ATV00883,Crítica,2025-01-23,Não Corrigida
VUL002833,ATV00857,Crítica,2025-01-09,Em Progresso
VUL002834,ATV00999,Baixa,2024-12-17,Não Corrigida
VUL002835,ATV00962,Baixa,2025-03-06,Em Progresso
VUL002836,ATV00220,Crítica,2024-12-11,Corrigida
VUL002837,ATV00600,Baixa,2024-12-05,Corrigida
VUL002838,ATV00064,Crítica,2024-12-05,Corrigida
VUL002839,ATV00236,Alta,2025-04-08,Corrigida
VUL002840,ATV00920,Baixa,2025-01-16,Corrigida
VUL002841,ATV00508,Alta,2025-01-13,Corrigida
VUL002842,ATV00566,Crítica,2024-12-12,Em Progresso
VUL002843,ATV00705,Média,2025-02-26,Não Corrigida
VUL002844,ATV00032,Alta,2025-01-05,Em Progresso
VUL002845,ATV00369,Baixa,2025-05-08,Em Progresso
VUL002846,ATV00132,Baixa,2025-01-19,Em Progresso
VUL002847,ATV00437,Alta,2024-11-29,Corrigida
VUL002848,ATV00245,Crítica,2025-02-12,Não Corrigida
VUL002849,ATV00532,Crítica,2024-12-02,Corrigida
VUL002850,ATV00552,Baixa,2025-04-29,Em Progresso
VUL002851,ATV00384,Alta,2024-12-18,Não Corrigida
VUL002852,ATV00379,Baixa,2025-04-12,Em Progresso
VUL002853,ATV00444,Média,2024-12-05,Corrigida
VUL002854,ATV00482,Crítica,2024-12-31,Não Corrigida
VUL002855,ATV00692,Baixa,2025-03-28,Em Progresso
VUL002856,ATV00347,Média,2025-02-14,Em Progresso
VUL002857,ATV00975,Baixa,2025-04-09,Em Progresso
VUL002858,ATV00271,Alta,2025-05-03,Em Progresso
VUL002859,ATV00495,Média,2025-01-18,Não Corrigida
VUL002860,ATV00899,Alta,2025-02-19,Corrigida
VUL002861,ATV00459,Alta,2024-12-01,Não Corrigida
VUL002862,ATV00145,Média,2025-02-11,Não Corrigida
VUL002863,ATV00430,Média,2024-12-02,Em Progresso
VUL002864,ATV00135,Média,2025-02-18,Em Progresso
VUL002865,ATV00137,Alta,2025-04-16,Não Corrigida
VUL002866,ATV00422,Baixa,2025-04-07,Em Progresso
VUL002867,ATV00302,Média,2025-04-01,Corrigida
VUL002868,ATV00818,Média,2025-01-22,Corrigida
VUL002869,ATV00398,Baixa,2025-01-11,Não Corrigida
VUL002870,ATV00398,Alta,2025-04-26,Corrigida
VUL002871,ATV00531,Crítica,2025-02-21,Em Progresso
VUL002872,ATV00614,Média,2024-12-09,Corrigida
VUL002873,ATV00156,Média,2025-03-10,Não Corrigida
VUL002874,ATV00029,Crítica,2024-11-30,Não Corrigida
VUL002875,ATV00798,Média,2024-12-29,Em Progresso
VUL002876,ATV00843,Baixa,2025-04-09,Não Corrigida
VUL002877,ATV00461,Crítica,2025-04-30,Não Corrigida
VUL002878,ATV00801,Crítica,2025-05-12,Em Progresso
