ID_Patch,ID_Ativo,Responsável,Data_Aplicação,Resultado
PTC002500,ATV00865,Fernanda,2025-05-18,Sucesso
PTC002501,ATV00836,Lucas,2024-12-23,Sucesso
PTC002502,ATV00759,Carlos,2024-12-11,Sucesso
PTC002503,ATV00041,João,2025-03-23,Sucesso
PTC002504,ATV00214,Marina,2025-01-05,Falha
PTC002505,ATV00642,Fernanda,2025-01-03,Sucesso
PTC002506,ATV00998,Fernanda,2025-01-19,Sucesso
PTC002507,ATV00594,Lucas,2025-03-11,Falha
PTC002508,ATV00295,Lucas,2025-02-18,Sucesso
PTC002509,ATV00506,Lucas,2025-04-02,Falha
PTC002510,ATV00823,Marina,2024-12-29,Falha
PTC002511,ATV00514,Carlos,2025-05-08,Falha
PTC002512,ATV00007,Lucas,2025-05-17,Sucesso
PTC002513,ATV00473,Lucas,2025-01-05,Sucesso
PTC002514,ATV00627,Fernanda,2025-03-21,Sucesso
PTC002515,ATV00984,João,2025-05-21,Falha
PTC002516,ATV00039,Fernanda,2025-03-26,Sucesso
PTC002517,ATV00730,Marina,2025-01-04,Falha
PTC002518,ATV00138,Carlos,2025-03-07,Sucesso
PTC002519,ATV00869,Lucas,2025-05-14,Sucesso
PTC002520,ATV00972,Marina,2025-04-04,Falha
PTC002521,ATV00485,Fernanda,2024-12-14,Sucesso
PTC002522,ATV00874,Lucas,2024-12-26,Sucesso
PTC002523,ATV00802,João,2025-04-21,Falha
PTC002524,ATV00026,Lucas,2025-04-04,Falha
PTC002525,ATV00691,Lucas,2025-03-14,Sucesso
PTC002526,ATV00523,Lucas,2025-02-26,Falha
PTC002527,ATV00727,Marina,2025-03-24,Falha
PTC002528,ATV00670,Lucas,2024-12-10,Sucesso
PTC002529,ATV00367,Marina,2025-03-12,Falha
PTC002530,ATV00536,João,2025-04-20,Falha
PTC002531,ATV00144,Carlos,2025-03-11,Sucesso
PTC002532,ATV00267,Fernanda,2024-12-30,Falha
PTC002533,ATV01000,Marina,2025-03-27,Falha
PTC002534,ATV00024,Lucas,2024-12-28,Sucesso
PTC002535,ATV00493,Carlos,2025-03-29,Sucesso
PTC002536,ATV00368,Carlos,2025-02-01,Falha
PTC002537,ATV00005,Fernanda,2025-03-30,Sucesso
PTC002538,ATV00591,Fernanda,2025-03-26,Falha
PTC002539,ATV00885,João,2025-01-29,Falha
PTC002540,ATV00909,Marina,2025-02-17,Sucesso
PTC002541,ATV00021,Lucas,2025-02-19,Falha
PTC002542,ATV00724,Fernanda,2025-05-18,Sucesso
PTC002543,ATV00215,Fernanda,2024-11-26,Falha
PTC002544,ATV00312,Marina,2025-04-04,Falha
PTC002545,ATV00178,Fernanda,2025-02-26,Sucesso
PTC002546,ATV00642,João,2025-05-06,Sucesso
PTC002547,ATV00319,Carlos,2025-05-09,Sucesso
PTC002548,ATV00631,João,2025-04-28,Falha
PTC002549,ATV00092,Marina,2025-02-04,Falha
PTC002550,ATV00082,Fernanda,2024-12-05,Sucesso
PTC002551,ATV00192,Lucas,2025-03-06,Falha
PTC002552,ATV00992,Fernanda,2025-04-01,Falha
PTC002553,ATV00152,Fernanda,2025-03-12,Falha
PTC002554,ATV00766,Fernanda,2025-01-30,Falha
PTC002555,ATV00259,Fernanda,2024-12-19,Falha
PTC002556,ATV00833,Fernanda,2024-12-28,Falha
PTC002557,ATV00675,Carlos,2025-04-11,Falha
PTC002558,ATV00901,Carlos,2025-03-31,Falha
PTC002559,ATV00358,Carlos,2025-02-14,Sucesso
PTC002560,ATV00805,Lucas,2025-04-02,Sucesso
PTC002561,ATV00133,João,2024-12-31,Sucesso
PTC002562,ATV00429,Fernanda,2025-03-25,Falha
PTC002563,ATV00220,Marina,2024-12-23,Sucesso
PTC002564,ATV00107,João,2025-02-16,Sucesso
PTC002565,ATV00867,Carlos,2024-12-28,Falha
PTC002566,ATV00283,Carlos,2025-04-28,Falha
PTC002567,ATV00744,Lucas,2025-01-26,Sucesso
PTC002568,ATV00578,Marina,2025-01-08,Sucesso
PTC002569,ATV00021,Fernanda,2025-01-22,Sucesso
PTC002570,ATV00951,Fernanda,2025-03-06,Falha
PTC002571,ATV00655,Fernanda,2025-01-18,Falha
PTC002572,ATV00746,Lucas,2025-04-22,Falha
PTC002573,ATV00828,Fernanda,2025-01-27,Falha
PTC002574,ATV00097,Marina,2025-02-26,Falha
PTC002575,ATV00707,João,2025-01-07,Falha
PTC002576,ATV00345,Fernanda,2025-02-22,Sucesso
PTC002577,ATV00935,João,2025-01-01,Falha
PTC002578,ATV00178,João,2025-04-29,Sucesso
PTC002579,ATV00822,Marina,2025-02-27,Sucesso
PTC002580,ATV00325,Marina,2025-03-25,Falha
PTC002581,ATV00092,Fernanda,2025-02-14,Falha
PTC002582,ATV00176,João,2025-01-31,Falha
PTC002583,ATV00177,Marina,2025-04-08,Falha
PTC002584,ATV00901,Carlos,2025-05-06,Falha
PTC002585,ATV00015,Lucas,2025-04-18,Sucesso
PTC002586,ATV00141,Lucas,2025-03-02,Falha
PTC002587,ATV00371,Fernanda,2024-12-10,Sucesso
PTC002588,ATV00933,Carlos,2025-01-08,Sucesso
PTC002589,ATV00777,Fernanda,2025-02-28,Falha
PTC002590,ATV00890,Lucas,2025-03-05,Falha
PTC002591,ATV00517,João,2025-03-25,Sucesso
PTC002592,ATV00484,Carlos,2025-01-29,Falha
PTC002593,ATV00411,Lucas,2025-04-15,Sucesso
PTC002594,ATV00067,João,2025-05-09,Falha
PTC002595,ATV00555,Carlos,2025-02-15,Sucesso
PTC002596,ATV00777,Fernanda,2024-12-29,Sucesso
PTC002597,ATV00382,Fernanda,2024-12-07,Sucesso
PTC002598,ATV00996,Carlos,2025-02-03,Falha
PTC002599,ATV00475,João,2025-01-19,Falha
PTC002600,ATV00067,Carlos,2025-02-16,Falha
PTC002601,ATV00490,João,2025-02-18,Sucesso
PTC002602,ATV00964,Lucas,2025-04-13,Sucesso
PTC002603,ATV00929,Lucas,2025-02-20,Falha
PTC002604,ATV00652,Fernanda,2024-12-04,Falha
PTC002605,ATV00166,João,2025-02-03,Falha
PTC002606,ATV00902,João,2025-04-28,Falha
PTC002607,ATV00849,Carlos,2025-03-27,Sucesso
PTC002608,ATV00785,Marina,2025-01-22,Falha
PTC002609,ATV00600,Carlos,2024-12-06,Falha
PTC002610,ATV00948,Carlos,2025-05-22,Sucesso
PTC002611,ATV00231,Lucas,2025-03-06,Falha
PTC002612,ATV00392,Fernanda,2024-12-18,Sucesso
PTC002613,ATV00459,Fernanda,2025-01-13,Sucesso
PTC002614,ATV00994,Carlos,2025-05-22,Falha
PTC002615,ATV00873,Carlos,2024-12-15,Sucesso
PTC002616,ATV00493,Lucas,2025-03-20,Sucesso
PTC002617,ATV00449,João,2025-04-16,Falha
PTC002618,ATV00725,Fernanda,2025-04-23,Falha
PTC002619,ATV00176,Marina,2025-04-06,Sucesso
PTC002620,ATV00307,Lucas,2025-05-02,Falha
PTC002621,ATV00400,Carlos,2025-05-16,Falha
PTC002622,ATV00993,Fernanda,2025-05-20,Sucesso
PTC002623,ATV00133,Fernanda,2024-12-14,Falha
PTC002624,ATV00081,Fernanda,2025-01-29,Falha
PTC002625,ATV00225,Carlos,2025-03-12,Falha
PTC002626,ATV00570,Fernanda,2025-03-08,Falha
PTC002627,ATV00026,Marina,2025-04-17,Sucesso
PTC002628,ATV00610,Lucas,2025-02-09,Falha
PTC002629,ATV00814,Marina,2025-05-05,Falha
PTC002630,ATV00806,Fernanda,2025-02-18,Sucesso
PTC002631,ATV00994,Fernanda,2025-03-02,Falha
PTC002632,ATV00145,Marina,2025-02-10,Falha
PTC002633,ATV00088,Lucas,2025-03-30,Falha
PTC002634,ATV00110,Marina,2025-04-12,Sucesso
PTC002635,ATV00960,Marina,2025-03-27,Sucesso
PTC002636,ATV00128,Lucas,2024-12-16,Sucesso
PTC002637,ATV00159,Lucas,2025-02-21,Sucesso
PTC002638,ATV00137,João,2025-01-10,Sucesso
PTC002639,ATV00241,Fernanda,2025-05-22,Falha
PTC002640,ATV00029,Carlos,2025-02-22,Sucesso
PTC002641,ATV00482,Fernanda,2025-02-05,Falha
PTC002642,ATV00289,Marina,2025-04-11,Sucesso
PTC002643,ATV00865,Marina,2024-12-09,Sucesso
PTC002644,ATV00762,Fernanda,2025-01-09,Sucesso
PTC002645,ATV00284,João,2025-03-07,Sucesso
PTC002646,ATV00770,Fernanda,2025-02-22,Falha
PTC002647,ATV00061,Marina,2025-01-10,Sucesso
PTC002648,ATV00375,Carlos,2024-12-15,Sucesso
PTC002649,ATV00391,João,2025-05-08,Sucesso
PTC002650,ATV00779,João,2025-03-03,Sucesso
PTC002651,ATV00585,Lucas,2025-02-12,Falha
PTC002652,ATV00083,Fernanda,2025-04-30,Sucesso
PTC002653,ATV00704,Carlos,2025-02-10,Sucesso
PTC002654,ATV00543,João,2025-03-22,Sucesso
PTC002655,ATV00024,Fernanda,2025-04-20,Falha
PTC002656,ATV00323,Fernanda,2025-02-15,Sucesso
PTC002657,ATV00400,Fernanda,2025-05-02,Falha
PTC002658,ATV00092,Lucas,2024-12-27,Falha
PTC002659,ATV00826,Fernanda,2025-04-25,Falha
PTC002660,ATV00487,João,2025-03-16,Falha
PTC002661,ATV00155,João,2025-03-01,Falha
PTC002662,ATV00151,Carlos,2024-11-25,Falha
PTC002663,ATV00483,Fernanda,2025-04-11,Falha
PTC002664,ATV00501,Marina,2025-05-01,Sucesso
PTC002665,ATV00844,João,2025-04-26,Sucesso
PTC002666,ATV00848,Marina,2025-01-23,Falha
PTC002667,ATV00213,Lucas,2025-03-05,Sucesso
PTC002668,ATV00211,João,2025-02-18,Falha
PTC002669,ATV00668,Fernanda,2025-02-27,Falha
PTC002670,ATV00665,Lucas,2024-12-10,Falha
PTC002671,ATV00384,Fernanda,2025-02-03,Falha
PTC002672,ATV00153,João,2024-12-26,Sucesso
PTC002673,ATV00552,Lucas,2025-03-31,Falha
PTC002674,ATV00533,Lucas,2025-02-06,Falha
PTC002675,ATV00238,Carlos,2025-02-10,Falha
PTC002676,ATV00599,Lucas,2025-04-02,Sucesso
PTC002677,ATV00139,Marina,2024-12-01,Sucesso
PTC002678,ATV00560,Lucas,2025-01-30,Falha
PTC002679,ATV00514,Marina,2025-03-29,Falha
PTC002680,ATV00441,Lucas,2025-04-15,Falha
PTC002681,ATV00006,Fernanda,2025-01-31,Sucesso
PTC002682,ATV00552,Lucas,2024-12-03,Sucesso
PTC002683,ATV00448,Carlos,2025-01-26,Sucesso
PTC002684,ATV00450,Carlos,2025-05-01,Sucesso
PTC002685,ATV00145,Lucas,2025-02-16,Sucesso
PTC002686,ATV00157,Carlos,2025-01-15,Sucesso
PTC002687,ATV00464,Lucas,2025-04-23,Sucesso
PTC002688,ATV00203,João,2025-02-28,Sucesso
PTC002689,ATV00376,Marina,2025-02-01,Sucesso
PTC002690,ATV00449,João,2024-12-27,Sucesso
PTC002691,ATV00920,Lucas,2024-12-13,Sucesso
PTC002692,ATV00226,João,2024-12-25,Falha
PTC002693,ATV00518,Marina,2024-12-01,Sucesso
PTC002694,ATV00991,Carlos,2024-12-11,Falha
PTC002695,ATV00932,Fernanda,2025-04-28,Falha
PTC002696,ATV00328,Marina,2025-01-10,Sucesso
PTC002697,ATV00034,Carlos,2024-11-26,Falha
PTC002698,ATV00373,Fernanda,2025-05-18,Falha
PTC002699,ATV00854,Marina,2025-04-24,Sucesso
PTC002700,ATV00092,Marina,2025-02-01,Sucesso
PTC002701,ATV00283,Fernanda,2025-04-24,Falha
PTC002702,ATV00450,Fernanda,2025-03-05,Falha
PTC002703,ATV00218,Lucas,2025-01-02,Sucesso
PTC002704,ATV00173,Fernanda,2025-01-05,Sucesso
PTC002705,ATV00032,Marina,2025-02-13,Falha
PTC002706,ATV00840,Carlos,2024-12-26,Falha
PTC002707,ATV00709,João,2024-12-30,Sucesso
PTC002708,ATV00853,Carlos,2025-03-14,Falha
PTC002709,ATV00398,Fernanda,2025-02-19,Falha
PTC002710,ATV00838,Lucas,2025-03-08,Sucesso
PTC002711,ATV00457,Carlos,2025-02-04,Sucesso
PTC002712,ATV00777,Marina,2025-05-08,Falha
PTC002713,ATV00766,Lucas,2025-04-18,Sucesso
PTC002714,ATV00459,Carlos,2024-11-28,Falha
PTC002715,ATV00071,João,2024-12-23,Falha
PTC002716,ATV00916,Carlos,2025-02-27,Sucesso
PTC002717,ATV00497,Marina,2025-03-14,Falha
PTC002718,ATV00942,Carlos,2025-05-06,Sucesso
PTC002719,ATV00839,Fernanda,2025-03-28,Falha
PTC002720,ATV00463,João,2024-12-28,Sucesso
PTC002721,ATV00448,Marina,2025-04-04,Falha
PTC002722,ATV00089,Fernanda,2025-02-03,Sucesso
PTC002723,ATV00704,Lucas,2025-02-18,Sucesso
PTC002724,ATV00834,João,2024-12-15,Falha
PTC002725,ATV00675,Carlos,2025-01-31,Sucesso
PTC002726,ATV00834,Marina,2024-12-06,Falha
PTC002727,ATV00868,Marina,2025-02-07,Sucesso
PTC002728,ATV00486,Fernanda,2025-01-30,Falha
PTC002729,ATV00424,Marina,2025-01-12,Sucesso
PTC002730,ATV00474,Fernanda,2024-11-25,Sucesso
PTC002731,ATV00363,Carlos,2024-12-16,Sucesso
PTC002732,ATV00487,Fernanda,2024-12-04,Falha
PTC002733,ATV00150,Fernanda,2025-04-08,Sucesso
PTC002734,ATV00056,Fernanda,2025-04-01,Sucesso
PTC002735,ATV00950,Marina,2025-02-11,Falha
PTC002736,ATV00861,Lucas,2025-05-20,Sucesso
PTC002737,ATV00681,João,2025-05-15,Falha
PTC002738,ATV00414,João,2025-01-01,Sucesso
PTC002739,ATV00209,João,2025-03-13,Falha
PTC002740,ATV00845,Marina,2025-02-28,Falha
PTC002741,ATV00564,João,2025-02-24,Falha
PTC002742,ATV00176,Lucas,2025-01-29,Sucesso
PTC002743,ATV00920,João,2024-12-28,Sucesso
PTC002744,ATV00685,João,2024-12-24,Sucesso
PTC002745,ATV00059,Fernanda,2025-03-27,Sucesso
PTC002746,ATV00815,Lucas,2024-12-17,Sucesso
PTC002747,ATV00243,Lucas,2024-12-02,Sucesso
PTC002748,ATV00793,Fernanda,2025-04-14,Sucesso
PTC002749,ATV00639,Carlos,2024-12-21,Sucesso
PTC002750,ATV00066,Marina,2025-02-18,Falha
PTC002751,ATV00245,Lucas,2025-05-07,Falha
PTC002752,ATV00835,Lucas,2025-03-19,Falha
PTC002753,ATV00024,Fernanda,2025-05-01,Falha
PTC002754,ATV00683,Carlos,2025-01-06,Falha
PTC002755,ATV00866,João,2025-03-20,Falha
PTC002756,ATV00092,Marina,2024-12-09,Sucesso
PTC002757,ATV00514,João,2024-12-19,Falha
PTC002758,ATV00053,Marina,2025-05-04,Sucesso
PTC002759,ATV00263,Carlos,2025-04-18,Sucesso
PTC002760,ATV00539,Marina,2025-01-23,Sucesso
PTC002761,ATV00105,João,2025-05-02,Falha
PTC002762,ATV00396,Marina,2025-04-22,Falha
PTC002763,ATV00228,Marina,2024-11-24,Sucesso
PTC002764,ATV00647,Carlos,2025-02-15,Falha
PTC002765,ATV00556,Carlos,2025-01-07,Sucesso
PTC002766,ATV00558,Fernanda,2025-01-27,Sucesso
PTC002767,ATV00255,Lucas,2024-12-16,Sucesso
PTC002768,ATV00966,Lucas,2025-04-22,Falha
PTC002769,ATV00424,Fernanda,2025-04-20,Sucesso
PTC002770,ATV00641,João,2025-04-08,Falha
PTC002771,ATV00974,Lucas,2024-11-30,Falha
PTC002772,ATV00729,Carlos,2024-12-05,Falha
PTC002773,ATV00148,Marina,2024-12-17,Sucesso
PTC002774,ATV00252,João,2025-05-12,Falha
PTC002775,ATV00501,Fernanda,2024-11-25,Sucesso
PTC002776,ATV00546,João,2025-01-22,Falha
PTC002777,ATV00188,João,2024-12-25,Falha
PTC002778,ATV00289,João,2024-12-03,Falha
PTC002779,ATV00548,Marina,2024-11-24,Falha
PTC002780,ATV00435,Carlos,2025-02-22,Falha
PTC002781,ATV00854,João,2024-12-07,Falha
PTC002782,ATV00442,Marina,2024-12-15,Falha
PTC002783,ATV00416,Marina,2025-01-26,Falha
PTC002784,ATV00674,Lucas,2025-03-07,Falha
PTC002785,ATV00442,Carlos,2025-04-13,Falha
PTC002786,ATV00703,Lucas,2024-12-28,Sucesso
PTC002787,ATV00660,João,2025-04-26,Falha
PTC002788,ATV00766,João,2025-01-04,Falha
PTC002789,ATV00207,Lucas,2024-12-04,Sucesso
PTC002790,ATV00910,Carlos,2025-02-08,Falha
PTC002791,ATV00579,Fernanda,2024-11-23,Falha
PTC002792,ATV00788,Marina,2025-04-20,Sucesso
PTC002793,ATV00427,João,2025-03-17,Sucesso
PTC002794,ATV00616,João,2024-12-09,Sucesso
PTC002795,ATV00040,Lucas,2025-03-16,Sucesso
PTC002796,ATV00297,João,2025-03-24,Falha
PTC002797,ATV00683,Marina,2024-11-25,Sucesso
PTC002798,ATV00567,Fernanda,2024-12-25,Sucesso
PTC002799,ATV00600,Lucas,2025-01-03,Sucesso
PTC002800,ATV00585,Carlos,2025-03-22,Falha
PTC002801,ATV00903,Carlos,2025-01-15,Sucesso
PTC002802,ATV00136,João,2024-12-19,Falha
PTC002803,ATV00380,Fernanda,2025-04-25,Falha
PTC002804,ATV00053,Lucas,2025-04-17,Falha
PTC002805,ATV00844,Carlos,2024-12-06,Sucesso
PTC002806,ATV00435,Fernanda,2025-03-14,Falha
PTC002807,ATV00798,Carlos,2025-01-29,Sucesso
PTC002808,ATV00708,Marina,2025-03-26,Falha
PTC002809,ATV00681,Fernanda,2025-02-06,Falha
PTC002810,ATV00323,Marina,2025-02-09,Falha
PTC002811,ATV00546,Lucas,2024-11-26,Sucesso
PTC002812,ATV00504,Marina,2025-03-04,Sucesso
PTC002813,ATV00269,Lucas,2025-05-12,Sucesso
PTC002814,ATV00531,Marina,2024-12-10,Falha
PTC002815,ATV00249,Carlos,2025-04-03,Falha
PTC002816,ATV00084,Carlos,2025-03-19,Falha
PTC002817,ATV00501,João,2025-02-20,Sucesso
PTC002818,ATV00496,Fernanda,2025-01-06,Sucesso
PTC002819,ATV00513,Marina,2025-01-02,Sucesso
PTC002820,ATV00867,João,2025-04-25,Sucesso
PTC002821,ATV00237,João,2025-02-21,Sucesso
PTC002822,ATV00511,Lucas,2025-03-08,Sucesso
PTC002823,ATV00959,Lucas,2025-01-18,Sucesso
PTC002824,ATV00377,Fernanda,2025-01-10,Sucesso
PTC002825,ATV00609,João,2025-02-22,Falha
PTC002826,ATV00963,Fernanda,2025-02-02,Sucesso
PTC002827,ATV00809,Lucas,2025-02-05,Falha
PTC002828,ATV00524,Marina,2025-01-21,Falha
PTC002829,ATV00025,Carlos,2025-02-25,Sucesso
PTC002830,ATV00609,João,2025-04-10,Sucesso
PTC002831,ATV00409,João,2025-02-28,Falha
PTC002832,ATV00443,Fernanda,2025-04-05,Falha
PTC002833,ATV00714,João,2025-02-15,Sucesso
PTC002834,ATV00935,Lucas,2025-02-02,Falha
PTC002835,ATV00803,João,2025-03-30,Sucesso
PTC002836,ATV00254,João,2025-01-28,Falha
PTC002837,ATV00900,João,2024-12-06,Sucesso
PTC002838,ATV00212,Lucas,2024-12-28,Falha
PTC002839,ATV00784,Lucas,2025-04-21,Sucesso
PTC002840,ATV00631,Marina,2025-03-13,Sucesso
PTC002841,ATV00871,Lucas,2025-02-05,Falha
PTC002842,ATV00121,Marina,2024-12-11,Sucesso
PTC002843,ATV00495,Lucas,2025-01-10,Sucesso
PTC002844,ATV00148,Carlos,2024-12-24,Sucesso
PTC002845,ATV00949,João,2024-12-15,Sucesso
PTC002846,ATV00237,Lucas,2025-04-17,Falha
PTC002847,ATV00496,Fernanda,2025-02-27,Falha
PTC002848,ATV00045,Lucas,2025-04-30,Falha
PTC002849,ATV00132,Fernanda,2025-02-05,Falha
PTC002850,ATV00962,Marina,2025-01-06,Sucesso
PTC002851,ATV00417,Fernanda,2025-03-04,Sucesso
PTC002852,ATV00441,João,2025-03-03,Falha
PTC002853,ATV00412,Marina,2025-05-11,Sucesso
PTC002854,ATV00001,Lucas,2025-03-02,Falha
PTC002855,ATV00330,Lucas,2025-01-17,Falha
PTC002856,ATV00055,Lucas,2024-12-06,Falha
PTC002857,ATV00591,Carlos,2025-04-29,Sucesso
PTC002858,ATV00422,João,2024-12-02,Falha
PTC002859,ATV00877,João,2024-12-28,Sucesso
PTC002860,ATV00307,Marina,2024-12-14,Falha
PTC002861,ATV00931,Carlos,2025-04-25,Sucesso
PTC002862,ATV00986,Lucas,2025-01-05,Sucesso
PTC002863,ATV00706,João,2025-03-10,Falha
PTC002864,ATV00605,Marina,2025-01-22,Falha
PTC002865,ATV00757,João,2025-02-26,Falha
PTC002866,ATV00869,João,2025-03-23,Sucesso
PTC002867,ATV00526,Carlos,2025-04-20,Falha
PTC002868,ATV00248,Fernanda,2025-04-21,Falha
PTC002869,ATV00129,Carlos,2025-01-28,Falha
PTC002870,ATV00862,Carlos,2025-01-06,Sucesso
PTC002871,ATV00715,João,2025-02-12,Sucesso
PTC002872,ATV00617,Carlos,2025-04-02,Sucesso
PTC002873,ATV00180,Marina,2025-04-21,Sucesso
PTC002874,ATV00896,Lucas,2025-01-28,Sucesso
PTC002875,ATV00250,Marina,2024-11-30,Falha
PTC002876,ATV00076,Carlos,2025-05-01,Sucesso
PTC002877,ATV00376,Carlos,2025-03-13,Sucesso
PTC002878,ATV00575,Fernanda,2025-05-16,Sucesso
PTC002879,ATV00768,Carlos,2025-02-13,Falha
PTC002880,ATV00039,Lucas,2025-04-18,Falha
PTC002881,ATV00840,Fernanda,2025-03-24,Sucesso
PTC002882,ATV00868,Lucas,2024-11-27,Falha
PTC002883,ATV00092,João,2025-01-29,Sucesso
PTC002884,ATV00925,Lucas,2025-03-04,Falha
PTC002885,ATV00884,Marina,2025-01-11,Sucesso
PTC002886,ATV00113,Carlos,2025-03-19,Falha
PTC002887,ATV00299,Carlos,2024-11-29,Sucesso
PTC002888,ATV00326,Lucas,2025-01-31,Falha
PTC002889,ATV00431,Carlos,2025-01-04,Sucesso
PTC002890,ATV00618,Lucas,2025-01-14,Sucesso
PTC002891,ATV00380,Lucas,2025-02-04,Falha
PTC002892,ATV00693,João,2024-12-18,Sucesso
PTC002893,ATV00771,João,2025-01-11,Falha
PTC002894,ATV00036,Carlos,2024-12-17,Sucesso
PTC002895,ATV00166,Marina,2025-04-07,Falha
PTC002896,ATV00113,Carlos,2024-12-16,Sucesso
PTC002897,ATV00732,Marina,2025-02-01,Sucesso
PTC002898,ATV00247,João,2025-03-21,Sucesso
PTC002899,ATV00872,João,2025-03-22,Falha
PTC002900,ATV00559,Fernanda,2025-05-06,Falha
PTC002901,ATV00921,João,2024-11-23,Sucesso
PTC002902,ATV00157,Carlos,2024-12-20,Falha
PTC002903,ATV00409,Fernanda,2025-02-25,Sucesso
PTC002904,ATV00724,Marina,2025-01-31,Falha
PTC002905,ATV00028,Fernanda,2025-01-04,Sucesso
PTC002906,ATV00236,Fernanda,2025-03-15,Falha
PTC002907,ATV00336,Marina,2025-01-17,Sucesso
PTC002908,ATV00062,Marina,2024-12-20,Sucesso
PTC002909,ATV00103,Carlos,2025-02-08,Falha
PTC002910,ATV00575,Lucas,2025-03-08,Sucesso
PTC002911,ATV00297,João,2025-01-07,Falha
PTC002912,ATV00662,Lucas,2025-01-03,Falha
PTC002913,ATV00368,Fernanda,2025-04-26,Sucesso
PTC002914,ATV00603,João,2025-01-09,Falha
PTC002915,ATV00367,João,2025-01-30,Falha
PTC002916,ATV00109,João,2024-12-12,Falha
PTC002917,ATV00841,Fernanda,2025-04-16,Falha
PTC002918,ATV00007,Lucas,2024-12-21,Falha
PTC002919,ATV00071,Fernanda,2024-11-29,Falha
PTC002920,ATV00513,Marina,2025-01-28,Sucesso
PTC002921,ATV00420,João,2025-04-04,Falha
PTC002922,ATV00364,Lucas,2025-03-17,Falha
PTC002923,ATV00671,Carlos,2024-12-21,Falha
PTC002924,ATV00543,Fernanda,2025-01-29,Falha
PTC002925,ATV00957,Lucas,2025-01-07,Sucesso
PTC002926,ATV00466,Lucas,2025-05-03,Sucesso
PTC002927,ATV00558,Marina,2025-02-16,Falha
PTC002928,ATV00296,Carlos,2025-03-07,Falha
PTC002929,ATV00559,Fernanda,2025-04-08,Sucesso
PTC002930,ATV00505,Fernanda,2025-03-26,Sucesso
PTC002931,ATV00797,Lucas,2025-04-19,Falha
PTC002932,ATV00748,Fernanda,2025-03-09,Falha
PTC002933,ATV00903,João,2025-05-20,Sucesso
PTC002934,ATV00372,Lucas,2025-03-26,Sucesso
PTC002935,ATV00562,João,2024-12-05,Falha
PTC002936,ATV00238,João,2025-01-23,Falha
PTC002937,ATV00802,Marina,2025-04-03,Falha
PTC002938,ATV00081,João,2025-03-26,Sucesso
PTC002939,ATV00133,Marina,2025-03-22,Falha
PTC002940,ATV00309,João,2025-05-20,Sucesso
PTC002941,ATV00370,Fernanda,2025-01-11,Falha
PTC002942,ATV00828,Lucas,2025-02-17,Sucesso
PTC002943,ATV00678,João,2025-03-18,Falha
PTC002944,ATV00101,Lucas,2025-03-04,Sucesso
PTC002945,ATV00391,Fernanda,2025-05-17,Falha
PTC002946,ATV00271,Lucas,2024-12-25,Falha
PTC002947,ATV00267,Marina,2025-02-08,Sucesso
PTC002948,ATV00729,João,2025-05-16,Falha
PTC002949,ATV00876,Marina,2025-05-08,Falha
PTC002950,ATV00491,Carlos,2025-04-06,Falha
PTC002951,ATV00424,Carlos,2024-12-30,Sucesso
PTC002952,ATV00373,Carlos,2025-03-08,Falha
PTC002953,ATV00399,Carlos,2025-01-13,Sucesso
PTC002954,ATV00217,Carlos,2025-03-02,Falha
PTC002955,ATV00562,Fernanda,2025-02-22,Sucesso
PTC002956,ATV00954,Fernanda,2024-12-15,Sucesso
PTC002957,ATV00342,Carlos,2025-05-05,Sucesso
PTC002958,ATV00822,Lucas,2025-03-15,Sucesso
PTC002959,ATV00351,Lucas,2025-04-18,Falha
PTC002960,ATV00474,João,2025-01-18,Sucesso
PTC002961,ATV00062,Lucas,2025-03-20,Sucesso
PTC002962,ATV00479,Carlos,2025-02-28,Falha
PTC002963,ATV00723,Marina,2024-12-19,Falha
PTC002964,ATV00175,Carlos,2024-12-23,Sucesso
PTC002965,ATV00136,Lucas,2025-04-25,Sucesso
PTC002966,ATV00377,Marina,2025-03-29,Falha
PTC002967,ATV00978,João,2025-04-04,Sucesso
PTC002968,ATV00783,João,2025-01-19,Sucesso
PTC002969,ATV00733,Lucas,2025-02-04,Falha
PTC002970,ATV00156,Lucas,2025-03-14,Falha
PTC002971,ATV00881,Carlos,2025-03-07,Falha
PTC002972,ATV00531,Fernanda,2025-05-20,Falha
PTC002973,ATV00722,Carlos,2025-04-27,Sucesso
PTC002974,ATV00649,Fernanda,2025-03-02,Sucesso
PTC002975,ATV00274,João,2024-12-20,Falha
PTC002976,ATV00693,Fernanda,2025-03-22,Sucesso
PTC002977,ATV00918,João,2025-04-04,Sucesso
PTC002978,ATV00984,João,2025-01-01,Sucesso
PTC002979,ATV00595,Lucas,2025-03-19,Sucesso
PTC002980,ATV00508,João,2024-11-25,Sucesso
PTC002981,ATV00720,Fernanda,2025-01-12,Sucesso
PTC002982,ATV00698,Carlos,2025-04-05,Falha
PTC002983,ATV00452,Marina,2025-03-04,Sucesso
PTC002984,ATV00643,Marina,2024-11-28,Sucesso
PTC002985,ATV00387,Lucas,2024-12-26,Sucesso
PTC002986,ATV00676,Fernanda,2025-04-03,Sucesso
PTC002987,ATV00807,Lucas,2025-03-01,Sucesso
PTC002988,ATV00096,Lucas,2025-01-19,Falha
PTC002989,ATV00236,João,2024-12-03,Falha
PTC002990,ATV00468,Lucas,2025-01-17,Falha
